QID,PageTitle,description,occupation_labels,cluster,topClusterWords,umap_x,umap_y
Q20608812,Khajidsuren Bolormaa,Mongolian mineralogist,"['politician', 'mineralogist']",34,"['chinese', 'biologist', 'japanese', 'scientist', 'american']",10.209584,9.050132
Q126378,Elsa Neumann,German physicist (1872-1902),['physicist'],88,"['german', 'mathematician', 'scientist', 'physicist', 'biologist']",8.197512,10.203841
Q4059042,Alexandra Aikhenvald,linguist,"['linguist', 'university teacher']",21,"['linguist', 'american', 'professor', 'linguistics', 'british']",13.7990055,17.158735
Q59160109,Arda Arsenian Ekmekji,Lebanese Armenian scholar,['archaeologist'],82,"['israeli', 'scientist', 'computer', 'researcher', 'american']",10.13953,4.632941
Q16006594,Elizabeth Laird (physicist),Canadian physicist,['physicist'],6,"['canadian', 'scientist', 'biologist', 'researcher', 'physicist']",10.322494,0.7724728
Q47504389,Shelly Peyton,biomedical engineering researcher,['researcher'],47,"['biomedical', 'engineer', 'american', 'researcher', 'engineering']",6.4606695,13.292614
Q274054,Catherine Bréchignac,French physicist,"['physicist', 'researcher']",89,"['french', 'physicist', 'biologist', 'scientist', 'historian']",19.41378,0.2096206
Q15632401,Eliza Brightwen,Scottish naturalist (1830-1906),"['writer', 'naturalist', 'technical writer']",19,"['botanist', 'british', 'english', 'irish', 'german']",11.282591,10.538359
Q126768727,Caroline Sanford Finley,American doctor (1875–1936),['physician'],58,"['physician', 'american', 'doctor', 'medical', 'british']",6.748463,5.321137
Q16006978,Helen M. Duncan,American paleontologist,"['paleontologist', 'geologist']",67,"['paleontologist', 'american', 'geologist', 'paleoclimatologist', 'paleobotanist']",9.334053,9.93375
Q3278112,Dorothea Bate,Welsh palaeontologist and archaeozoologist (1878-1951),"['anthropologist', 'paleontologist', 'ornithologist', 'archaeologist', 'zoologist', 'scientific collector']",41,"['british', 'archaeologist', 'egyptologist', 'english', 'palaeontologist']",10.325051,9.965044
Q16498,Kateryna Yushchenko (scientist),Ukrainian Soviet and Ukrainian computer scientist (1919–2001),"['computer scientist', 'programmer', 'scientist']",69,"['russian', 'soviet', 'scientist', 'ukrainian', 'physicist']",8.917371,6.934789
Q59662674,Anita Ho-Baillie,Australian scientist,"['academic', 'electrical engineer', 'nanoscientist']",13,"['australian', 'scientist', 'biologist', 'physicist', 'archaeologist']",6.293556,1.9443809
Q57173472,Anita Marshall,American geologist,"['researcher', 'disability rights activist']",79,"['geologist', 'american', 'british', 'professor', 'academic']",15.431267,-4.663808
Q106363301,Emma Baker (clinical pharmacologist),British professor of clinical pharmacology,"['editor', 'pharmacologist', 'physician', 'physician writer']",87,"['pharmacologist', 'american', 'pharmacist', 'british', 'researcher']",5.9732466,6.9941235
Q71778357,Jonine Figueroa,American cancer epidemiologist,['cancer epidemiologist'],12,"['cancer', 'american', 'epidemiologist', 'researcher', 'biologist']",18.133268,2.039459
Q4899504,Beverly Daniel Tatum,American academic,['psychologist'],26,"['american', 'academic', 'educator', 'professor', 'university']",25.741955,5.4153657
Q29036559,Agnes Berger,Hungarian American Mathematician,"['teacher', 'mathematician', 'statistician']",2,"['mathematician', 'american', 'russian', 'polish', 'born']",10.159913,6.522757
Q56703574,Alice I. Bryan,American psychologist and librarian,['psychologist'],91,"['librarian', 'american', 'australian', 'writer', '1897']",-1.6475339,5.2731957
Q7980447,Weizmann Women & Science Award,,[],35,[],-10.487486,3.5611963
Q45265102,Anne C. Steinemann,American civil engineer,"['civil engineer', 'environmental engineer']",85,"['american', 'engineer', 'chemical', 'electrical', 'mechanical']",15.366303,6.6097465
Q50764657,Linda Gallo,American health psychologist,"['psychologist', 'university teacher']",73,"['american', 'psychologist', 'clinical', 'psychiatrist', 'cognitive']",-2.1339056,5.8804
Q6695295,Elisabeth Goldschmidt,Israeli scientist (1912-1970),"['geneticist', 'zoologist']",82,"['israeli', 'scientist', 'computer', 'researcher', 'american']",12.162418,5.247969
Q11209031,María Orosa,Filipino chemist (1893-1945),"['chemist', 'food scientist']",46,"['chemist', 'german', 'british', 'american', 'professor']",8.9234295,4.973749
Q54857709,Louisa Lane Clarke,British microscopist and botanist (1812 - 1883),"['illustrator', 'author', 'botanist', 'travel writer', 'microscopist']",19,"['botanist', 'british', 'english', 'irish', 'german']",10.738234,11.279305
Q482214,Amélie Mummendey,social psychologist (1944–2018),"['psychologist', 'university teacher']",99,"['social', 'psychologist', 'american', 'scientist', 'worker']",-0.9125714,5.368182
Q17516072,Shirley Jeffrey,Australian marine biologist (1930-2014),"['botanist', 'marine biologist']",40,"['marine', 'american', 'biologist', 'oceanographer', 'ecologist']",16.068962,-0.085237704
Q102198456,Rosella Kanarik,American math professor (1909-2014),[],20,"['mathematician', 'american', 'british', 'mathematics', 'canadian']",14.946578,8.292395
Q78823057,Monica Driscoll,biologist,"['biochemist', 'molecular biologist', 'biologist']",18,"['biologist', 'american', 'molecular', 'evolutionary', 'developmental']",21.431707,18.999302
Q19668806,Ella Webb,paediatrician,['physician'],53,"['american', 'pediatrician', 'pediatric', 'paediatrician', 'physician']",4.9743295,4.4012456
Q61971918,Liudmyla Padalko,doctor,['physician'],80,"['physician', 'british', 'doctor', 'medical', 'surgeon']",5.9497747,5.6547236
Q56565148,Lina M. Obeid,American physician and cander researcher,['researcher'],92,"['researcher', 'american', 'health', 'medical', 'public']",5.5579133,5.5336185
Q27679395,Billie Untermann,Geologist,['geologist'],79,"['geologist', 'american', 'british', 'professor', 'academic']",15.503141,-4.5417657
Q4735125,Alpha Sigma Kappa,sorority for women in technical studies,[],65,"['american', 'women', 'director', 'activist', 'organization']",15.298818,6.378099
Q61959850,M. Cristina Marchetti,Italian-born American theoretical physicist,['physicist'],84,"['italian', 'mathematician', 'physicist', 'scientist', 'american']",11.039941,1.9571654
Q64634085,Xifeng Wu,Chinese-American cancer epidemiologist,['researcher'],12,"['cancer', 'american', 'epidemiologist', 'researcher', 'biologist']",18.132692,2.039404
Q103660,Angela D. Friederici,German cognitive scientist,"['professor', 'psychologist', 'neuroscientist']",88,"['german', 'mathematician', 'scientist', 'physicist', 'biologist']",1.4801713,0.45072675
Q86153174,Anna Van Meter,researcher,"['researcher', 'clinical psychologist', 'assistant professor']",3,"['researcher', 'scientist', 'author', 'ai', 'university']",14.572339,22.644138
Q92159388,Julia Farley,British archaeologist and museum curator,"['archaeologist', 'curator']",41,"['british', 'archaeologist', 'egyptologist', 'english', 'palaeontologist']",20.975088,-1.0003542
Q264460,Ellen S. Baker,American physician and a NASA astronaut,"['astronaut', 'physician']",23,"['american', 'physician', 'medical', 'doctor', 'scientist']",14.893498,5.7521515
Q58212775,Hala Alyan,Palestinian-American writer,"['writer', 'clinical psychologist', 'poet']",82,"['israeli', 'scientist', 'computer', 'researcher', 'american']",13.357692,7.5609846
Q7086704,Olga Vinogradova,Russian neuroscientist,['neuroscientist'],1,"['neuroscientist', 'american', 'cognitive', 'researcher', 'canadian']",0.22675386,5.8025756
Q58087144,Dorothea Zucker-Franklin,german-American Medical researcher (1929–2015),"['hematologist', 'cell biologist']",88,"['german', 'mathematician', 'scientist', 'physicist', 'biologist']",7.648037,5.7580886
Q232336,Sabina Spielrein,Russian physician and one of the first female psychoanalysts (1885–1942),"['psychiatrist', 'psychoanalyst', 'essayist', 'physician']",69,"['russian', 'soviet', 'scientist', 'ukrainian', 'physicist']",0.13875133,5.896269
Q4716267,Alessandra Buonanno,Italian / American physicist,['physicist'],84,"['italian', 'mathematician', 'physicist', 'scientist', 'american']",11.037639,1.9621536
Q39383093,Roberta Rudnick,American geologist,['geologist'],79,"['geologist', 'american', 'british', 'professor', 'academic']",15.4311075,-4.6633887
Q90564526,Betar Gallant,researcher (ORCID 0000-0002-4586-2769),['researcher'],70,"['0000', 'orcid', 'researcher', 'id', '0002']",16.987652,15.737533
Q15516012,Edith Windsor,American LGBT rights activist and a technology manager at IBM,"['programmer', 'activist', 'computer scientist']",65,"['american', 'women', 'director', 'activist', 'organization']",8.294089,4.2355537
Q56929137,Alison Davenport,British professor of corrosion science,['materials scientist'],9,"['professor', 'university', 'chemistry', 'american', 'engineering']",6.1925488,-2.6535578
Q37376895,Anna J. Phillips,American research zoologist and curator,"['zoologist', 'curator', 'annelidologist', 'scientific collector']",76,"['zoologist', 'american', 'british', 'australian', 'german']",1.1122006,10.842414
Q110969269,Sophia Levy,"US astronomer, numerical analyst, and mathematics educator (1888-1963)","['astronomer', 'numerical analyst', 'educator']",7,"['astronomer', 'american', 'british', 'french', 'german']",9.456037,-5.397934
Q89973312,Catherine Hartley,American cognitive psychologist,['cognitive psychologist'],73,"['american', 'psychologist', 'clinical', 'psychiatrist', 'cognitive']",1.2231934,0.5560124
Q21002306,Vanaja Iyengar,"Indian mathematician, educationist","['mathematician', 'education activist', 'professor']",20,"['mathematician', 'american', 'british', 'mathematics', 'canadian']",21.21392,-6.451169
Q41495,Sarah Guppy,English inventor,['engineer'],0,"['british', 'american', 'english', 'metallurgist', 'historian']",15.602667,6.969869
Q19625781,Alka Kriplani,Indian gynecologist,['gynecologist'],28,"['obstetrician', 'gynecologist', 'american', 'gynaecologist', 'british']",4.294261,5.271664
Q21522849,Gillian Perry (botanist),Australian botanist and nomenclaturist (1943-2011),"['botanist', 'botanical collector']",75,"['botanist', 'australian', 'african', 'south', 'zealand']",5.6675177,2.1625452
Q22109816,Janine Caira,"US academic researcher specializing in the taxonomy, evolution and diversity of tapeworms","['parasitologist', 'researcher']",93,"['herpetologist', 'american', 'veterinary', 'scientist', 'animal']",0.8910499,2.3781402
Q30029225,Suzanne Oparil,American biologist,"['biologist', 'researcher']",18,"['biologist', 'american', 'molecular', 'evolutionary', 'developmental']",2.9793088,15.196886
Q63190411,Karissa Sanbonmatsu,American structural biologist,['structural biologist'],18,"['biologist', 'american', 'molecular', 'evolutionary', 'developmental']",5.763965,8.905602
Q6782152,María de Lourdes Dieck-Assad,Mexican economist,"['economist', 'diplomat']",30,"['economist', 'american', 'british', 'university', 'economics']",13.388712,3.3455346
Q108902122,Fey Silva Vidal,Peruvian engineer,"['researcher', 'engineer', 'mathematician', 'scientist']",54,"['engineer', 'british', 'electrical', 'engineering', 'chemical']",13.705318,4.545604
Q57327023,Kalipso Chalkidou,public health academic and researcher,['researcher'],92,"['researcher', 'american', 'health', 'medical', 'public']",5.6922865,5.164315
Q97601240,Aminta H. Breaux,American psychologist and academic administrator,"['university teacher', 'psychologist', 'academic administrator']",33,"['psychologist', 'american', 'developmental', 'academic', 'canadian']",-2.1357105,6.2801785
Q56697653,Neelima Sinha,Indian-born American botanist,['researcher'],62,"['botanist', 'american', 'canadian', 'argentinian', 'russian']",10.408895,12.067526
Q52106866,Eileen Harkin-Jones,Professor of Composites Engineering at the University of Ulster,['military flight engineer'],54,"['engineer', 'british', 'electrical', 'engineering', 'chemical']",5.971623,-2.8832536
Q51337661,Sarah Milkovich,Scientist,"['astronomer', 'astrophysicist']",37,"['scientist', 'science', 'researcher', 'american', 'meteorologist']",-4.34951,9.592437
Q28660612,Vera D. Rubin,American anthropologist (1911–1985),['anthropologist'],15,"['anthropologist', 'american', 'cultural', 'professor', 'academic']",10.08703,5.10573
Q134726707,Georgiana Dvorak-Theobald,American ophtalmologist,['ophthalmologist'],59,"['american', 'ophthalmologist', 'dermatologist', 'gerontologist', 'arachnologist']",4.655267,-0.8976933
Q4509575,Rama Bansil,American physicist,['physicist'],44,"['physicist', 'american', 'british', 'space', 'physics']",-4.6834383,-4.816506
Q112507234,Cathy Nutbrown,British early childhood education academic,"['educator', 'university teacher']",90,"['british', 'scientist', 'biologist', 'academic', 'anthropologist']",12.716901,7.268132
Q37829005,Adriana Albini,"Italian cancer researcher, fencer and writer","['chemist', 'oncologist', 'writer']",12,"['cancer', 'american', 'epidemiologist', 'researcher', 'biologist']",6.5943174,6.2409782
Q86532016,Natalia Pasternak Taschner,Brazilian biologist and science advocate,"['biologist', 'microbiologist', 'science communicator']",64,"['spanish', 'scientist', 'biologist', 'researcher', 'brazilian']",12.858583,3.4972928
Q50825618,Giulia Galli,American condensed-matter physicist,['physicist'],71,"['physicist', 'american', 'nuclear', 'theoretical', 'particle']",6.5376363,-2.7328553
Q6660224,Liz MacDonald,space weather scientist,"['astronomer', 'astrophysicist', 'physicist']",37,"['scientist', 'science', 'researcher', 'american', 'meteorologist']",16.739538,10.41848
Q6759130,Margaret A. Edwards,American librarian (1902-1988),['librarian'],91,"['librarian', 'american', 'australian', 'writer', '1897']",24.05811,-3.8862286
Q87075153,Maria Verónica Reina,disability rights activist,"['disability rights activist', 'educational psychologist']",65,"['american', 'women', 'director', 'activist', 'organization']",8.385742,4.3721256
Q466219,Florence Goodenough,American psychologist (1886–1959),"['psychologist', 'university teacher', 'writer', 'educator']",8,"['psychologist', 'american', 'british', 'psychiatrist', 'psychoanalyst']",-0.7519328,5.593089
Q6303290,Judith Berman,American anthropologist and writer,"['anthropologist', 'novelist', 'science fiction writer', 'linguist']",15,"['anthropologist', 'american', 'cultural', 'professor', 'academic']",-0.4502287,-4.951822
Q59230053,Felicia Pratto,professor of psychology,"['psychologist', 'university teacher', 'academic']",9,"['professor', 'university', 'chemistry', 'american', 'engineering']",-0.6654562,4.8350363
